PMID,Title,Abstract,Authors,Journal,Mesh Terms,URL,Affiliations
37295622,Association Between Surface Modifications for Biologic Fixation and Aseptic Loosening of Uncemented Total Knee Arthroplasties.,"Various surface modifications are used in uncemented total knee arthroplasties (TKAs) to enhance bony ingrowth and longevity of implants. This study aimed to identify which surface modifications are used, whether they are associated with different revision rates for aseptic loosening, and which are underperforming compared to cemented implants. Data on all cemented and uncemented TKAs used between 2007 and 2021 were obtained from the Dutch Arthroplasty Register. Uncemented TKAs were divided into groups based on their surface modifications. Revision rates for aseptic loosening and major revisions were compared between groups. Kaplan-Meier, Competing-Risk, Log-rank tests, and Cox regression analyses were used. In total, 235,500 cemented and 10,749 uncemented primary TKAs were included. The different uncemented TKA groups included the following: 1,140 porous-hydroxyapatite (HA); 8,450 Porous-uncoated; 702 Grit-blasted-uncoated; and 172 Grit-blasted-Titanium-nitride (TiN) implants. The 10-year revision rates for aseptic loosening and major revision of the cemented TKAs were 1.3 and 3.1%, and for uncemented TKAs 0.2 and 2.3% (porous-HA), 1.3 and 2.9% (porous-uncoated), 2.8 and 4.0% (grit-blasted-uncoated), and 7.9% and 17.4% (grit-blasted-TiN), respectively. Both type of revision rates varied significantly between the uncemented groups (log-rank tests, P < .001, P < .001). All grit-blasted implants had a significantly higher risk of aseptic loosening (P < .01), and porous-uncoated implants had a significantly lower risk of aseptic loosening than cemented implants (P = .03) after 10 years. There were 4 main uncemented surface modifications identified, with different revision rates for aseptic loosening. Implants with porous-HA and porous-uncoated had the best revision rates, at least equal to cemented TKAs. Grit-blasted implants with and without TiN underperformed, possibly due to the interaction of other factors.","Puijk Raymond, Rassir Rachid, Sierevelt Inger N, Spekenbrink-Spooren Anneke, Nelissen Rob G H H, Nolte Peter A",The Journal of arthroplasty,"Humans, Arthroplasty, Replacement, Knee, Prosthesis Failure, Reoperation, Durapatite, Biological Products, Prosthesis Design, Treatment Outcome",https://pubmed.ncbi.nlm.nih.gov/37295622/,"Department of Orthopaedic Surgery, Spaarne Gasthuis, Hoofddorp, the Netherlands.; Department of Orthopaedic Surgery, Spaarne Gasthuis, Hoofddorp, the Netherlands; Department of Orthopaedic Surgery, Xpert Clinics Orthopedie Amsterdam/Specialized Center of Orthopedic Research and Education, Amsterdam, the Netherlands.; Landelijke Registratie Orthopedische Interventies (LROI; Dutch Arthroplasty Register), Hertogenbosch, the Netherlands.; Department of Orthopaedics, Leiden University Medical Center (LUMC), Leiden, the Netherlands.; Department of Orthopaedic Surgery, Spaarne Gasthuis, Hoofddorp, the Netherlands; Department of Oral Cell Biology, Academic Centre for Dentistry (ACTA), University of Amsterdam and Vrije Universiteit Amsterdam, Amsterdam, the Netherlands."
37294990,"Survivorship, clinical outcomes and indications for revision in uncemented unicompartmental knee arthroplasty: systematic review.","Modern uncemented unicompartmental knee arthroplasty (UKA) relies on the mechanics of the implant design and a biological bond at the bone-implant interface to create a secure fixation of its components. The aim of this systematic review was to determine implant survivorship, clinical outcomes and indications for revision in uncemented UKAs. A search strategy was employed using keywords related to UKAs and uncemented fixation to identify suitable studies. Both prospective and retrospective studies with a minimum of two year mean follow-up were included. Data was gathered on study design, implant type, patient demographics, survivorship, clinical outcome scores and the indications for revision. Methodological quality was assessed using a ten-point risk of bias scoring tool. Eighteen studies were included in the final review. The mean follow-up of studies ranged between 2-11 years. The primary outcome of survival demonstrated 5 year survivorship ranged between 91.7-100.0% and 10-year survivorship between 91.0-97.5%. Clinical and functional outcome scores were found to be excellent in the majority of studies with the remaining reporting good results. Revisions represented 2.7% of the total operations performed. There were 145 revisions with an overall revision rate of 0.8 per 100 observed component years. Osteoarthritis disease progression (30.2%) and bearing dislocations (23.8%) were the most common causes of implant failure. This review finds uncemented UKAs demonstrate comparable survivorship, clinical outcomes and safety profile to cemented UKAs to consider this fixation a suitable alternative in clinical use.","Puvanendran A, Jaibaji M, Volpin A, Konan S",Acta orthopaedica Belgica,"Humans, Arthroplasty, Replacement, Knee, Knee Prosthesis, Survivorship, Retrospective Studies, Prospective Studies, Osteoarthritis, Knee, Prosthesis Failure, Reoperation, Prosthesis Design, Treatment Outcome, Follow-Up Studies",https://pubmed.ncbi.nlm.nih.gov/37294990/,
37289912,Intraoperative Fractures Sustained During Total Knee Arthroplasty: A Critical Analysis Review.,"» While the occurrence of postoperative periprosthetic fractures around total knee arthroplasties (TKAs) are well reported, little is known about intraoperative fractures that occur during TKA. Intraoperative fractures during TKA can occur in femur, tibia, or patella. It is a rare complication with an incidence of 0.2% to 4.4%.» Risk factors of periprosthetic fractures include osteoporosis, anterior cortical notching, chronic corticosteroid use, advanced age, female sex, neurologic disorders, and surgical technique.» Fractures can potentially occur at any stage of the TKA including exposure, bone preparation, placement of trial components, cementation, insertion of the final components, and seating of the polyethylene insert. Forced flexion during trialing increases the risk for patella fracture, tibial plateau, or tubercle fractures especially when there is under resection of the bone.» Management guidelines for these fractures are lacking with current options being observation, internal fixation, the use of stems and augments, increasing constraint of the prosthesis, implant revision, and modifying the postoperative rehabilitation.» Finally, the outcomes of intraoperative fractures are not well reported in the literature.","Siddiqi Ahmed, Ahmed Afaaq, Pasqualini Ignacio, Molloy Robert M, Krebs Viktor E, Piuzzi Nicolas S",JBJS reviews,"Female, Humans, Arthroplasty, Replacement, Knee, Femur, Fracture Fixation, Internal, Periprosthetic Fractures, Risk Factors",https://pubmed.ncbi.nlm.nih.gov/37289912/,"Orthopedic Institute Brielle Orthopedics, a Division of Ortho NJ, Manasquan, New Jersey.; Department of Orthopedic Surgery, Hackensack Meridian School of Medicine, Nutley, New Jersey.; Kentucky College of Osteopathic Medicine, Pikeville, Kentucky.; Department of Orthopaedic Surgery, Cleveland Clinic Foundation, Cleveland, Ohio.; Department of Biomedical Engineering, Cleveland Clinic, Cleveland, Ohio."
37279850,Association of Acute Kidney Injury With Antibiotic Loaded Cement Used for Treatment of Periprosthetic Joint Infection.,"Antibiotic-loaded bone cement (ALBC) is commonly used in the treatment of periprosthetic joint infections (PJIs) to increase the local concentration of antibiotic at the site of infection. Use of ALBC has been associated with rare instances of acute kidney injury (AKI) despite low systemic absorption of the nephrotoxic antibiotics; however, the incidence of AKI is unknown. The purpose of this study was to determine the incidence of and risk factors for AKI associated with ALBC. This single-site, retrospective cohort study compared 162 PJI patients who underwent Stage 1 revision to a spacer with ALBC to 115 PJI patients who underwent debridement, antibiotics, and implant retention (DAIR) without the use of ALBC. Both groups received similar systemic antibiotics postoperatively. Descriptive statistics and multivariable logistic regressions were used to analyze risk factors for AKI. There was no statistically significant difference in the rate of AKI: 29 patients (17.9%) in the ALBC group and 17 (14.7%) in DAIR group developed AKI (odds ratio 1.43; 95% CI 0.70 to 2.93). There was a trend toward increased severity of AKI in the ALBC group. Chronic kidney disease, systemic vancomycin, and diuretic use were independent factors associated with the risk of AKI. An AKI occurred in 17% of PJI patients receiving either a spacer with ALBC or a DAIR. The use of ALBC was not associated with a significant increased risk of AKI. However, the use of systemic vancomycin and diuretic use were independent predictors of AKI in this patient population.","Savas Matthew J, Gray Kristine F, Blackburn Brenna E, Pelt Christopher E, Gililland Jeremy M, Certain Laura K",The Journal of arthroplasty,"Humans, Anti-Bacterial Agents, Vancomycin, Bone Cements, Prosthesis-Related Infections, Retrospective Studies, Arthroplasty, Replacement, Knee, Acute Kidney Injury, Arthritis, Infectious, Diuretics, Treatment Outcome",https://pubmed.ncbi.nlm.nih.gov/37279850/,"College of Pharmacy, University of Utah, Salt Lake City, Utah.; Department of Orthopaedic Surgery, University of Utah, Salt Lake City, Utah.; Department of Orthopaedic Surgery, University of Utah, Salt Lake City, Utah; Division of Infectious Diseases, Department of Internal Medicine, University of Utah, Salt Lake City, Utah."
37265991,Application strategy of finite element analysis in artificial knee arthroplasty.,"Artificial knee arthroplasty, as the most effective method for the treatment of end-stage joint diseases such as knee osteoarthritis and rheumatoid arthritis, is widely used in the field of joint surgery. At present, Finite element analysis (FEA) has been widely used in artificial knee replacement biomechanical research. This review presents the current hotspots for the application of FEA in the field of artificial knee replacement by reviewing the existing research literature and, by comparison, summarizes guidance and recommendations for artificial knee replacement surgery. We believe that lower contact stress can produce less wear and complications when components move against each other, in the process of total knee arthroplasty (TKA), mobile-bearing prostheses reduce the contact surface stress of the tibial-femoral joint compared with fixed-bearing prostheses, thus reducing the wear of the polyethylene insert. Compared with mechanical alignment, kinematic alignment reduces the maximum stress and maximum strain of the femoral component and polyethylene insert in TKA, and the lower stress reduces the wear of the joint contact surface and prolongs the life of the prosthesis. In the unicompartmental knee arthroplasty (UKA), the femoral and tibial components of mobile-bearing prostheses have better conformity, which can reduce the wear of the components, while local stress concentration caused by excessive overconformity of fixed-bearing prostheses should be avoided in UKA to prevent accelerated wear of the components, the mobile-bearing prosthesis maintained in the coronal position from 4° varus to 4° valgus and the fixed-bearing prosthesis implanted in the neutral position (0°) are recommended. In revision total knee arthroplasty (RTKA), the stem implant design should maintain the best balance between preserving bone and reducing stress around the prosthesis after implantation. Compared with cemented stems, cementless press-fit femoral stems show higher fretting, for tibial plateau bone defects, porous metal blocks are more effective in stress dispersion. Finally, compared with traditional mechanical research methods, FEA methods can yield relatively accurate simulations, which could compensate for the deficiencies of traditional mechanics in knee joint research. Thus, FEA has great potential for applications in the field of medicine.","Zhang Zi-Heng, Qi Yan-Song, Wei Bao-Gang, Bao Hu-Ri-Cha, Xu Yong-Sheng",Frontiers in bioengineering and biotechnology,,https://pubmed.ncbi.nlm.nih.gov/37265991/,"Orthopedics Center, Inner Mongolia People's Hospital, Hohhot, China.; Graduate School, Inner Mongolia Medical University, Hohhot, China."
37259548,High rate of radiolucent lines following the cemented original design of the ATTUNE total knee arthroplasty.,"Loosening of components after total knee arthroplasty (TKA) can be associated with the development of radiolucent lines (RLLs). The aim of this study was to assess the rate of formation of RLLs in the cemented original design of the ATTUNE TKA and their relationship to loosening. A systematic search was undertaken using the Cochrane methodology in three online databases: MEDLINE, Embase, and CINAHL. Studies were screened against predetermined criteria, and data were extracted. Available National Joint Registries in the Network of Orthopaedic Registries of Europe were also screened. A random effects model meta-analysis was undertaken. Of 263 studies, 12 were included with a total of 3,861 TKAs. Meta-analysis of ten studies showed high rates of overall tibial or femoral RLLs for the cemented original design of the ATTUNE TKA. The overall rate was 21.4% (95% confidence interval (CI) 12.7% to 33.7%) for all types of design but was higher for certain subgroups: 27.4% (95% CI 13.4% to 47.9%) for the cruciate-retaining type, and 29.9% (95% CI 15.6% to 49.6%) for the fixed-bearing type. Meta-analysis of five studies comparing the ATTUNE TKA with other implants showed a significantly higher risk of overall tibial or femoral RLLs (odds ratio (OR) 2.841 (95% CI 1.219 to 6.623); p = 0.016) for the ATTUNE. The rates of loosening or revision for loosening were lower, at 1.2% and 0.9% respectively, but the rates varied from 0% to 16.3%. The registry data did not report specifically on the original ATTUNE TKA or on revision due to loosening, but 'all-cause' five-year revision rates for the cemented ATTUNE varied from 2.6% to 5.9%. The original cemented ATTUNE TKA has high rates of RLLs, but their clinical significance is uncertain given the overall low associated rates of loosening and revision. However, in view of the high rates of RLLs and the variation in the rates of loosening and revision between studies and registries, close surveillance of patients who have undergone TKA with the original ATTUNE system is recommended.","Prodromidis Apostolos D, Chloros George D, Thivaios Georgios C, Sutton Paul M, Pandit Hemant, Giannoudis Peter V, Charalambous Charalambos P",The bone & joint journal,"Humans, Arthroplasty, Replacement, Knee, Knee Prosthesis, Femur, Tibia, Reoperation, Prosthesis Design, Prosthesis Failure, Knee Joint",https://pubmed.ncbi.nlm.nih.gov/37259548/,"Academic Department of Trauma & Orthopaedics, School of Medicine, University of Leeds, Leeds, UK.; Department of Orthopaedics, Laiko General Hospital, Athens, Greece.; Department of Orthopaedics, Sheffield Teaching Hospitals NHS Foundation Trust, Sheffield, UK.; Department of Orthopaedics, Chapel Allerton Hospital, Leeds, UK.; Leeds Institute of Rheumatic and Musculoskeletal Medicine, University of Leeds, Leeds, UK.; NIHR Leeds Musculoskeletal Biomedical Research Unit, Leeds, UK.; Department of Orthopaedics, Blackpool Teaching Hospitals NHS Foundation Trust, Blackpool, UK.; School of Medicine, University of Central Lancashire, Preston, UK."
37252495,Cementless Mobile-Bearing Total Knee Arthroplasty: 10 Years Follow-Up.,"Background Although most TKR surgeries are cemented, the interest in cementless TKR has increased dramatically during the last few years because of the new generation of cementless prostheses and the increased number of young patients who need TKR. Methods Ten years of retrospective reviews of 80 patients who had cementless, complete rotating platform TKR (DePuy Synthes, Warsaw, Indiana) were performed. Patients were divided into two groups according to their age (above and below 70 years old). Functional outcomes at the final follow-up were evaluated clinically by filling out a satisfaction form, and the Oxford Knee Score as well as all medical and surgical complications were recorded for each patient. Results The 10-year cumulative implant survival rate was 100%, i.e. no patients had revision surgeries with no significant statistical difference between the two age groups. The 10-year evaluation rate was 90%. Conclusion The use of cementless TKA exhibited good survivability, long-term clinical and functional results, and no implant revision in various age groups, as well as a high satisfaction rate. There was no statistically significant difference between the results of different age groups.","Abdallatif Ahmad G, Winkworth Corrina, Aslam Nadim",Cureus,,https://pubmed.ncbi.nlm.nih.gov/37252495/,"Trauma and Orthopaedics, Worcester Royal Hospital, Worcester, GBR.; Trauma and Orthopaedics, Worcester Royal Hospital, Worcestershire, GBR."
37210859,Patellofemoral arthroplasty conversion to total knee arthroplasty: An updated retrieval analysis and clinical outcomes.,"A prior retrieval analysis found high rates of infection after conversion of PFA to TKA, but was limited by a small sample size. The purpose of this study is to perform a retrieval analysis with clinical correlation on an expanded group of patients to better understand conversion of PFA to TKA. A retrospective review of an implant retrieval registry identified 62 conversions of PFA to TKA between 2004-2021. Implants were analyzed for wear pattern and cement fixation. Patient charts were reviewed for demographic information, perioperative data, prior and subsequent surgical procedures, complications and outcomes. Radiographs performed prior to index PFA and conversion procedures were assessed for KL grading. Cement fixation was present on 86% of retrieved components and wear was more pronounced on the lateral side. The most common indication for conversion to TKA was progression of OA in 46.8% of patients, followed by unexplained pain in the absence of radiographic or clinical changes (37.1%), loosening (8.1%), mechanical symptoms (4.8%), traumatic (3.2%). Thirteen patient experienced complications requiring additional procedures including arthrofibrosis (n = 4, 7.3%), PJI (n = 3, 5.5%), instability (n = 3, 5.5%), hematoma (n = 2, 3.6%) and loosening (n = 1, 1.8%). Revision components were used in 1.8% of cases and average post-conversion arc of motion was 119 degrees. The most common reason for PFA conversion to TKA was progression of osteoarthritis. PFA conversion to TKA is technically similar to primary TKA, but complication rates are more consistent with revision TKA in this study.","Anatone Alex J, Uppstrom Tyler J, Fletcher Connor, Baral Elexis, Gomoll Andreas H, Strickland Sabrina M",The Knee,,https://pubmed.ncbi.nlm.nih.gov/37210859/,"Hospital for Special Surgery, 535 E 70th Street, New York, NY 10021, USA. Electronic address: anatonea@hss.edu.; Hospital for Special Surgery, 535 E 70th Street, New York, NY 10021, USA."
37173423,Handmade articulating spacer for two-stage exchange at the knee.,"Two-stage exchange with implantation of a temporary spacer is considered gold standard treatment for chronic periprosthetic joint infection of the knee. This article describes a simple and safe technique for handmade articulating spacers at the knee. Chronic or relapsing periprosthetic joint infection of the knee. Known allergy against components of polymethylmethacrylate (PMMA) bone cements or admixed antibiotics. Inadequate compliance for two-stage exchange. Patient not able to undergo two-stage exchange. Bony defect situation at the tibia or femur leading to collateral ligament insufficiency. Soft tissue damage with need for plastic temporary vacuum-assisted wound closure (VAC) therapy. Removal of the prosthesis, thorough debridement of necrotic and granulation tissue, tailoring bone cement with antibiotics. Preparation of a tibial and femoral stem. Customizing the tibial and femoral articulating spacer components to bony anatomy and soft tissue tension. Confirmation of correct position by intraoperative radiography. Protection of the spacer with an external brace. Restricted weight-bearing. Passive range of motion as possible. Intravenous-followed by oral antibiotics. Reimplantation after successful treatment of infection.","Lüdemann Martin, von Hertzberg-Bölch Sebastian, Gurok Anna, Oberfeld Jan, Rudert Maximilian",Operative Orthopadie und Traumatologie,"Humans, Arthroplasty, Replacement, Knee, Knee Prosthesis, Prosthesis-Related Infections, Treatment Outcome, Range of Motion, Articular, Reoperation, Knee Joint, Anti-Bacterial Agents, Bone Cements, Arthritis, Infectious",https://pubmed.ncbi.nlm.nih.gov/37173423/,"Orthopädische Klinik König-Ludwig-Haus, Lehrstuhl für Orthopädie, Universität Würzburg, Brettreichstr. 11, 97074, Würzburg, Germany. m-luedemann.klh@uni-wuerzburg.de.; Orthopädische Klinik König-Ludwig-Haus, Lehrstuhl für Orthopädie, Universität Würzburg, Brettreichstr. 11, 97074, Würzburg, Germany."
37171589,Temporary arthrodesis through static spacer implantation in two-stage treatment of periprosthetic joint infections of the knee.,"Treatment of chronic periprosthetic joint infection of the knee requires the removal of the implant and thorough debridement, with reimplantation in a second stage surgery. Intramedullary spacers can be helpful during the interval between explantation and reimplantation and provide a temporary arthrodesis which fixes the knee in extension preserving leg length and administers local antibiotic therapy. Periprosthetic joint infection of the knee with large bony defects and severe infection of the native joint with advanced destruction/infiltration of the cartilage and bone and/or ligament insufficiency. Suspected antibiotic resistance of the microbiological pathogen to local antibiotic drugs, incompliant patient, and known allergy to bone cement or antibiotic. After implant removal, suitable metal rods are coated with antibiotic-loaded bone cement and inserted into the cleaned intramedullary canals of femur and tibia. Rods are joined at the joint line with a connector and joint space is filled with more bone cement to achieve temporary and very stable arthrodesis. Partial weight-bearing and no flexion/extension while spacer is in place; second stage reimplantation as soon as infection is controlled. Complications related to the spacer were rare (5.3%). Reimplantation of an implant was possible in 95 of 113 patients (84%), of those, 23 (20%) received an arthrodesis. Of the 95 patients that were reimplanted, 14 showed signs of recurrent infection. Mean time to last follow-up was 15.6 months post reimplantation. Mean knee pain was 2.9/10; overall function was good; 6 patients had an extension lag; mean total range of motion was 88°.","Jaenisch Max, Ben Amar Soufian, Babasiz Mari, Seuser Alexander, Kohlhof Hendrik, Wirtz Dieter Christian, Randau Thomas Martin",Operative Orthopadie und Traumatologie,"Humans, Arthroplasty, Replacement, Knee, Knee Prosthesis, Bone Cements, Prosthesis-Related Infections, Reoperation, Treatment Outcome, Anti-Bacterial Agents, Arthrodesis, Retrospective Studies",https://pubmed.ncbi.nlm.nih.gov/37171589/,"Klinik und Poliklinik für Orthopädie und Unfallchirurgie, Universiätsklinik Bonn, Venusberg-Campus 1, 53105, Bonn, Germany.; Abteilung für Unfall‑, Hand- und Orthopädische Chirurgie, St. Antonius-Krankenhaus Köln, Schillerstraße 23, 50968, Cologne, Germany.; Klinik und Poliklinik für Orthopädie und Unfallchirurgie, Universiätsklinik Bonn, Venusberg-Campus 1, 53105, Bonn, Germany. trandau@severinskloesterchen.de.; Klinik für Orthopädie, Spezielle Orthopädische Chirurgie und Sportorthopäde, Krankenhaus der Augustinerinnen, Jakobstr. 27-31, 50678, Köln, Deutschland. trandau@severinskloesterchen.de."
37160445,Indications and techniques for non-articulating spacers in massive bone loss following prosthetic knee joint infection: a scoping review.,"Prosthetic joint infection (PJI) is a destructive complication of knee replacement surgery (KR). In two-stage revision a spacer is required to maintain limb length and alignment and provide a stable limb on which to mobilise. Spacers may be articulating or static with the gold standard spacer yet to be defined. The aims of this scoping review were to summarise the types of static spacer used to treat PJI after KR, their indications for use and early complication rates. We conducted a scoping review based on the Joanna Briggs Institute's ""JBI Manual for Evidence Synthesis"" Scoping review reported following Preferred Reporting Items for Systematic Review and Meta-Analyses extension for Scoping Reviews (PRISMA-ScR) checklist. MEDLINE, EMBASE and CINAHL were searched from 2005 to 2022 for studies on the use of static spacers for PJI after KR. 41 studies (1230 patients/knees) were identified describing 42 static spacer constructs. Twenty-three (23/42 [54.2%]) incorporated cement augmented with metalwork, while nineteen (19/42, [45.9%]) were made of cement alone. Spacers were most frequently anchored in the diaphysis (22/42, [53.3%]), particularly in the setting of extensive bone loss (mean AORI Type = F3/T3; 11/15 studies 78.3% diaphyseal anchoring). 7.1% (79 of 1117 knees) of static spacers had a complication requiring further surgery prior to planned second stage with the most common complication being infection (86.1%). This study has summarised the large variety in static spacer constructs used for staged revision KR for PJI. Static spacers were associated with a high risk of complications and further work in this area is required to improve the quality of care in this vulnerable group.","Sina Jonas P, Sabah Shiraz A, Schrednitzki Daniel, Price Andrew J, Hamilton Thomas W, Alvand Abtin",Archives of orthopaedic and trauma surgery,"Humans, Treatment Outcome, Reoperation, Knee Joint, Arthroplasty, Replacement, Knee, Prostheses and Implants, Arthritis, Infectious, Prosthesis-Related Infections, Anti-Bacterial Agents, Knee Prosthesis, Retrospective Studies",https://pubmed.ncbi.nlm.nih.gov/37160445/,"Nuffield Department of Orthopaedics, Rheumatology and Musculoskeletal Sciences (NDORMS), University of Oxford, Botnar Research Centre, Old Road, Oxford, OX3 7LD, UK. jonas.sina@ndorms.ox.ac.uk.; Nuffield Department of Orthopaedics, Rheumatology and Musculoskeletal Sciences (NDORMS), University of Oxford, Botnar Research Centre, Old Road, Oxford, OX3 7LD, UK.; Department of Orthopaedic Surgery, Sana Kliniken, Sommerfeld, Germany."
37146125,Ten-Year Survivorship and Patient Satisfaction Following Robotic-Arm-Assisted Medial Unicompartmental Knee Arthroplasty: A Prospective Multicenter Study.,"Robotic-arm-assisted unicompartmental knee arthroplasty (UKA) has been shown to result in high short- and mid-term survivorship. However, it is not known whether these outcomes are maintained at long-term follow-up. This study aimed to evaluate long-term implant survivorship, modes of failure, and patient satisfaction following robotic-arm-assisted medial UKA. A prospective multicenter study of 474 consecutive patients (531 knees) undergoing robotic-arm-assisted medial UKA was conducted. A cemented, fixed-bearing system with a metal-backed onlay tibial implant was used in all cases. Patients were contacted at 10-year follow-up to determine implant survivorship and satisfaction. Survival was analyzed using Kaplan-Meier models. Data were analyzed for 366 patients (411 knees) with a mean follow-up of 10.2 ± 0.4 years. A total of 29 revisions were reported, corresponding to a 10-year survivorship of 91.7% (95% confidence interval, 88.8% to 94.6%). Of all revisions, 26 UKAs were revised to total knee arthroplasty. Unexplained pain and aseptic loosening were the most commonly reported modes of failure, accounting for 38% and 35% of revisions, respectively. Of patients without revision, 91% were either satisfied or very satisfied with their overall knee function. This prospective multicenter study found high 10-year survivorship and patient satisfaction following robotic-arm-assisted medial UKA. Pain and fixation failure remained common causes for revision following cemented fixed-bearing medial UKA, despite the use of a robotic-arm-assisted technique. Prospective comparative studies are needed to assess the clinical value of robotic assistance over conventional techniques in UKA. Prognostic Level II . See Instructions for Authors for a complete description of levels of evidence.","Bayoumi Tarik, Kleeblad Laura J, Borus Todd A, Coon Thomas M, Dounchis Jon, Nguyen Joseph T, Pearle Andrew D",The Journal of bone and joint surgery. American volume,"Humans, Arthroplasty, Replacement, Knee, Patient Satisfaction, Knee Prosthesis, Prospective Studies, Robotic Surgical Procedures, Survivorship, Arm, Treatment Outcome, Follow-Up Studies, Osteoarthritis, Knee, Knee Joint, Reoperation, Pain",https://pubmed.ncbi.nlm.nih.gov/37146125/,"Computer Assisted Surgery and Sports Medicine, Department of Orthopaedic Surgery, Hospital for Special Surgery, Weill Medical College of Cornell University, New York, NY.; Department of Surgery, Northwest Clinics, Alkmaar, the Netherlands.; Department of Orthopaedic Surgery, Rebound Orthopedics & Neurosurgery, Portland, Oregon.; Coon Joint Replacement Institute, Department of Orthopaedic Surgery, St. Helena, California.; Department of Orthopaedic Surgery, NCH Orthopedics, Naples, Florida.; Biostatistics Core, Healthcare Research Institute, Hospital for Special Surgery, New York, NY."
37142239,Clinical Outcomes of Offset Stem Couplers with or without Cone Augmentation in Revision Total Knee Arthroplasty.,"Intramedullary stems are often required in patients undergoing revision total knee arthroplasty (rTKA) to achieve stable fixation. Significant bone loss may require the addition of a metal cone to maximize fixation and osteointegration. The purpose of this study was to investigate clinical outcomes in rTKA using different fixation techniques. We conducted a single-institution retrospective review of all patients who received a tibial and femoral stem during rTKA between August 2011 and July 2021. Patients were separated into three cohorts based on fixation construct: press-fit stem with an offset coupler (OS), fully cemented straight (CS) stem, and press-fit straight (PFS) stem. A subanalysis of patients who received tibial cone augmentation was also conducted. A total of 358 patients who underwent rTKA were included in this study, of which 102 (28.5%) had a minimum 2-year follow-up and 25 (7.0%) had a minimum 5-year follow-up. In the primary analysis, 194 patients were included in the OS cohort, 72 in the CS cohort, and 92 in the PFS cohort. When stem type alone was considered, there was no significant difference in rerevision rate (<i>p</i> = 0.431) between cohorts. Subanalysis of patients who received augmentation with a tibial cone demonstrated that OS implants led to significantly higher rates of rerevision compared with the other two stem types (OS: 18.2% vs. CS: 2.1% vs. PFS: 11.1%; <i>p</i> = 0.037). The findings of the present analysis demonstrate that CS and cones in rTKA may provide more reliable long-term outcomes compared with press-fit stems with OS. LEVEL III EVIDENCE:  Retrospective Cohort Study.","Fiedler Benjamin, Bieganowski Thomas, Singh Vivek, Marwin Scott, Rozell Joshua C, Schwarzkopf Ran",The journal of knee surgery,"Humans, Arthroplasty, Replacement, Knee, Knee Prosthesis, Retrospective Studies, Reoperation, Femur, Prosthesis Design, Knee Joint",https://pubmed.ncbi.nlm.nih.gov/37142239/,"Department of Orthopedic Surgery, NYU Langone Health, New York, New York."
37142071,"Patients Undergoing Primary, Cementless TKA had Similar Pain, Opioid Utilization, and Functional Outcomes Compared to Matched Patients With Cemented Fixation.","Despite renewed interest in cementless fixation of total knee implants, many surgeons have anecdotal concerns about slower recovery and higher early pain scores. We sought to analyze 90-day opioid utilizations, inhospital pain scores, and patient-reported outcome measures (PROMs) in patients undergoing primary cemented versus cementless total knee arthroplasty (TKA). We retrospectively identified a cohort of opioid naïve patients undergoing primary TKA for osteoarthritis. There were 186 patients who had cementless TKAs matched 1:6 with 1,116 who received a cemented TKAs based on age (±6 years), body mass index (BMI) (±5), and sex. We compared inhospital pain scores, 90-day opioid utilizations in morphine milligram equivalents (MMEs), and early postoperative PROMs. The cemented and cementless cohorts had similar lowest (0.09 versus 0.08), highest (7.36 versus 7.34), and average (3.26 versus 3.27) pain scores using numeric rating scale (P > .05). They received similar inhospital (90 versus 102, P = .176), discharge (315 versus 315, P = .483), and total (687 versus 720, P = .547) MMEs. They had similar average inpatient hourly opioid consumption (2.5 versus 2.5 MMEs/hour, P = .965). Average refills 90 days postoperatively were similar in both cohorts (1.5 versus 1.4 refills, P = .893). Also, preoperative, 6-week, 3-month, delta 6-week, and delta 3-month PROMs scores were similar between cemented and cementless cohorts (P > .05) CONCLUSION: This matched study demonstrated similar in-hospital pain scores and opioid utilization, total MMEs prescribed within 90 days, and PROMs at 6 weeks and 3 months postoperatively between cemented and cementless TKAs. III, retrospective cohort study.","Chalmers Brian P, Puri Simarjeet, Chiu Yu-Fen, Lebowitz Juliana, Sideris Alexandra, Westrich Geoffrey H, Jerabek Seth A, Gonzalez Della Valle Alejandro",The Journal of arthroplasty,"Humans, Arthroplasty, Replacement, Knee, Analgesics, Opioid, Retrospective Studies, Inpatients, Pain",https://pubmed.ncbi.nlm.nih.gov/37142071/,"Department of Orthopaedic Surgery, Adult Reconstruction and Joint Replacement, Hospital for Special Surgery, New York, New York.; Biostatistics Core, Research Administration, Hospital for Special Surgery, New York, New York.; Operational Excellence, Hospital for Special Surgery, New York, New York.; Department of Anesthesiology, Critical Care & Pain Management, Hospital for Special Surgery, New York, New York."
